,ListID,TimeCreated,TimeModified,EditSequence,Name,FullName,IsActive,Sublevel,AccountType,AccountNumber,Desc,Balance,TotalBalance,CashFlowClassification,ParentRef,SpecialAccountType,BankNumber
171,80000309-1590957818,2020-06-01T02:13:38+05:30,2020-12-18T02:59:01+05:30,1590957818,Bank Service Fees,Bank & Fin Exp EBITA Reporting:Bank Service Fees,true,1,OtherExpense,8700.01,,3738.61,3738.61,None,"{'ListID': '80000308-1590957735', 'FullName': 'Bank & Fin Exp EBITA Reporting'}",,
172,8000030A-1590957930,2020-06-01T02:15:30+05:30,2020-12-08T05:45:35+05:30,1591984353,Interest Expense,Bank & Fin Exp EBITA Reporting:Interest Expense,true,1,OtherExpense,8700.02,Interest paid to Partners  would require a 1099,37102.95,37102.95,None,"{'ListID': '80000308-1590957735', 'FullName': 'Bank & Fin Exp EBITA Reporting'}",,
173,8000030B-1590957991,2020-06-01T02:16:31+05:30,2020-06-01T02:16:31+05:30,1590957991,Early Payment Discounts,Bank & Fin Exp EBITA Reporting:Early Payment Discounts,true,1,OtherExpense,8700.03,,0.0,0.0,None,"{'ListID': '80000308-1590957735', 'FullName': 'Bank & Fin Exp EBITA Reporting'}",,
174,800002FE-1581361887,2020-02-11T00:41:27+05:30,2020-07-11T11:19:07+05:30,1582689071,Suspense,Suspense,true,0,OtherExpense,9000.0,,0.0,0.0,None,,,
175,1B30000-1204819483,2008-03-06T21:34:43+05:30,2020-01-31T03:34:04+05:30,1559513619,Cash,Cash,true,0,Bank,1100.0,,0.0,937797.3,NotApplicable,,,
176,320001-1024777079,2002-06-23T01:47:59+05:30,2020-12-20T21:34:44+05:30,1585767547,Bank of America - MAIN,Cash:Bank of America - MAIN,true,1,Bank,1100.01,"Main Checking Account
ACH RTN: 122000661
Incoming Wire RTN: 026009593
SWIFT: BofAUS3N",918373.61,918373.61,NotApplicable,"{'ListID': '1B30000-1204819483', 'FullName': 'Cash'}",,11947 03623
177,1720000-1155620042,2006-08-15T11:04:02+05:30,2020-12-11T14:09:02+05:30,1551572537,Cash Clearing,Cash:Bank of America - MAIN:Cash Clearing,true,2,Bank,1100.09,Cash Clearing,0.0,0.0,NotApplicable,"{'ListID': '320001-1024777079', 'FullName': 'Cash:Bank of America - MAIN'}",,
178,800002E6-1518122227,2018-02-09T02:07:07+05:30,2020-12-10T03:17:37+05:30,1520546520,First Bank Checking,Cash:First Bank Checking,true,1,Bank,1100.04,RTN applies to both incoming ACH and Wire transactions,19423.69,19423.69,NotApplicable,"{'ListID': '1B30000-1204819483', 'FullName': 'Cash'}",,1802391699
179,80000225-1323995983,2011-12-16T06:09:43+05:30,2017-06-01T21:14:34+05:30,1323995983,Intercompany Clearing,Intercompany Clearing,true,0,Bank,1199.0,,0.0,0.0,NotApplicable,,,
180,50000-1020931376,2002-05-09T13:32:56+05:30,2019-10-22T05:47:24+05:30,1204829209,Professional Services Revenue,Professional Services Revenue,true,0,Income,4000.0,Consulting Income,0.0,55834655.5,None,,,
181,590000-1030985967,2002-09-02T22:29:27+05:30,2020-12-12T17:54:23+05:30,1204829289,Employee Consulting Income,Professional Services Revenue:Employee Consulting Income,true,1,Income,4100.0,Employee Consulting Income,40636880.68,40651644.17,None,"{'ListID': '50000-1020931376', 'FullName': 'Professional Services Revenue'}",,
182,8D0001-1045543420,2003-02-18T10:13:40+05:30,2020-12-18T02:54:38+05:30,1204834799,Consulting Income - WIP,Professional Services Revenue:Employee Consulting Income:Consulting Income - WIP,true,2,Income,4200.01,Consulting Income - WIP,14763.49,14763.49,None,"{'ListID': '590000-1030985967', 'FullName': 'Professional Services Revenue:Employee Consulting Income'}",,
183,390000-1020934892,2002-05-09T14:31:32+05:30,2020-12-12T17:54:23+05:30,1204829304,Owner Consulting Income,Professional Services Revenue:Owner Consulting Income,true,1,Income,4110.0,Owner Consulting Fees,15177284.07,15177284.07,None,"{'ListID': '50000-1020931376', 'FullName': 'Professional Services Revenue'}",,Consulting Rev Owners
184,70000-1020931376,2002-05-09T13:32:56+05:30,2019-12-18T00:48:40+05:30,1204829413,Reimbursed Expenses,Professional Services Revenue:Reimbursed Expenses,true,1,Income,4180.0,Reimbursed Expenses,5727.26,5727.26,None,"{'ListID': '50000-1020931376', 'FullName': 'Professional Services Revenue'}",,
185,800001E3-1236024426,2009-03-03T01:37:06+05:30,2013-08-16T23:07:47+05:30,1247342413,Intercompany Revenue,Intercompany Revenue,true,0,Income,4200.0,Revenue From / <To> Epic,449001.47,449001.47,None,,,
186,80000253-1381357281,2013-10-10T03:51:21+05:30,2013-11-12T23:07:37+05:30,1381357281,Returned Check Charges,Returned Check Charges,true,0,Income,4300.0,,0.0,0.0,None,,,
187,380000-1020934790,2002-05-09T14:29:50+05:30,2020-12-12T17:54:23+05:30,1228518531,Subcontractor Income,Subcontractor Income,true,0,Income,4800.0,Subcontractor Income,32537301.42,32522835.73,None,,,Consulting Revs from Subs
188,B50000-1049358087,2003-04-03T13:51:27+05:30,2020-12-18T02:53:46+05:30,1228518531,Subcontractor Income - WIP,Subcontractor Income:Subcontractor Income - WIP,true,1,Income,4800.01,Subcontractor Income - WIP,-14465.69,-14465.69,None,"{'ListID': '380000-1020934790', 'FullName': 'Subcontractor Income'}",,
189,A10000-1046575380,2003-03-02T08:53:00+05:30,2008-03-07T01:51:03+05:30,1204834863,Partnership Income,Partnership Income,true,0,Income,4900.0,Partnership Income,0.0,774336.54,None,,,Partnership Income
190,A20000-1046575431,2003-03-02T08:53:51+05:30,2017-05-10T21:55:50+05:30,1204834872,Commissions,Partnership Income:Commissions,true,1,Income,4900.01,Commissions,236196.54,236196.54,None,"{'ListID': 'A10000-1046575380', 'FullName': 'Partnership Income'}",,Commissions
191,A40000-1046575530,2003-03-02T08:55:30+05:30,2008-03-07T01:51:23+05:30,1204834883,Partner Bonus,Partnership Income:Partner Bonus,true,1,Income,4900.02,Partner Bonus,538140.0,538140.0,None,"{'ListID': 'A10000-1046575380', 'FullName': 'Partnership Income'}",,
192,80000222-1323198425,2011-12-07T00:37:05+05:30,2011-12-07T00:37:05+05:30,1323198425,OpenAir Suspense,OpenAir Suspense,true,0,Income,4999.0,Required for OpenAir Integration,0.0,0.0,None,,,
193,800002C0-1483051851,2016-12-30T04:20:51+05:30,2016-12-30T04:20:51+05:30,1483051851,Other Income,Other Income,true,0,OtherIncome,8100.0,,0.0,923401.88,None,,,
194,180000-1020931376,2002-05-09T13:32:56+05:30,2020-12-11T02:10:07+05:30,1483052033,Investment Income & Gains,Other Income:Investment Income & Gains,true,1,OtherIncome,8100.01,Investment Income & Gains,851206.15,851206.15,None,"{'ListID': '800002C0-1483051851', 'FullName': 'Other Income'}",,
195,800001D9-1223511372,2008-10-09T05:46:12+05:30,2019-03-11T22:37:55+05:30,1483052099,Gain on Sale of Assets,Other Income:Gain on Sale of Assets,true,1,OtherIncome,8100.02,Gain on Sale of Assets,72195.73,72195.73,None,"{'ListID': '800002C0-1483051851', 'FullName': 'Other Income'}",,
196,800002C2-1483052198,2016-12-30T04:26:38+05:30,2016-12-30T04:26:38+05:30,1483052198,Other Miscellaneous Income,Other Income:Other Miscellaneous Income,true,1,OtherIncome,8100.03,Other Miscellaneous Income,0.0,0.0,None,"{'ListID': '800002C0-1483051851', 'FullName': 'Other Income'}",,
197,3A0000-1020934969,2002-05-09T14:32:49+05:30,2020-12-18T02:55:27+05:30,1020934969,Accounts Receivable,Accounts Receivable,true,0,AccountsReceivable,1200.0,,2100530.02,2100530.02,Operating,,AccountsReceivable,
198,8000028D-1452097431,2016-01-06T21:53:51+05:30,2020-12-08T04:22:23+05:30,1452097431,Allowance for Doubtful Accounts,Allowance for Doubtful Accounts,true,0,OtherCurrentAsset,1201.0,,-233485.32,-233485.32,Operating,,,
199,800002ED-1532794275,2018-07-28T21:41:15+05:30,2020-06-15T18:56:49+05:30,1532794275,Unbilled Revenue,Unbilled Revenue,true,0,OtherCurrentAsset,1210.0,,0.0,-395977.49,Operating,,,
200,800001D3-1220732989,2008-09-07T01:59:49+05:30,2020-12-17T03:52:56+05:30,1532794337,Unbilled Revenue-T&M Projects,Unbilled Revenue:Unbilled Revenue-T&M Projects,true,1,OtherCurrentAsset,1210.01,Revenue accrued but not billed,-314630.3,-314630.3,Operating,"{'ListID': '800002ED-1532794275', 'FullName': 'Unbilled Revenue'}",,
201,800002EE-1532794402,2018-07-28T21:43:22+05:30,2020-12-16T15:46:41+05:30,1532794423,Unbilled Revenue-Fixed Fee,Unbilled Revenue:Unbilled Revenue-Fixed Fee,true,1,OtherCurrentAsset,1210.02,,-81347.19,-81347.19,Operating,"{'ListID': '800002ED-1532794275', 'FullName': 'Unbilled Revenue'}",,
202,800002EF-1533230540,2018-08-02T22:52:20+05:30,2018-08-02T22:52:20+05:30,1533230540,Inventory Asset,Inventory Asset,true,0,OtherCurrentAsset,12100.0,Costs of inventory purchased for resale,0.0,0.0,Operating,,InventoryAssets,
203,80000299-1480686497,2016-12-02T19:18:17+05:30,2017-01-05T03:49:42+05:30,1480686497,Unbilled Travel Expenses,Unbilled Travel Expenses,true,0,OtherCurrentAsset,1215.0,Account will hold any billable expenses that are awaiting purchase order in order to invoice. Facilitates matching of these expenses against the revenue from the invoicing,0.0,0.0,Operating,,,
204,160000-1020931376,2002-05-09T13:32:56+05:30,2019-08-17T17:04:18+05:30,1204759316,Employee Advances,Employee Advances,true,0,OtherCurrentAsset,1260.0,Employee Advances,0.0,11242.07,Operating,,,
205,DF0000-1074349990,2004-01-17T20:03:10+05:30,2020-11-21T02:49:34+05:30,1204759361,Gary Aubin,Employee Advances:Gary Aubin,true,1,OtherCurrentAsset,1260.02,Gary Aubin,11242.07,11242.07,Operating,"{'ListID': '160000-1020931376', 'FullName': 'Employee Advances'}",,
206,8000022E-1325528186,2012-01-02T23:46:26+05:30,2020-02-26T13:18:22+05:30,1325528186,Dave Gora,Employee Advances:Dave Gora,true,1,OtherCurrentAsset,1260.1,,0.0,0.0,Operating,"{'ListID': '160000-1020931376', 'FullName': 'Employee Advances'}",,
207,80000293-1469383670,2016-07-24T23:37:50+05:30,2019-09-23T22:38:14+05:30,1469383670,Grafton Harper,Employee Advances:Grafton Harper,true,1,OtherCurrentAsset,1260.14,,0.0,0.0,Operating,"{'ListID': '160000-1020931376', 'FullName': 'Employee Advances'}",,
208,800002F7-1565289617,2019-08-09T00:10:17+05:30,2020-06-08T23:34:07+05:30,1565289617,Brijesh Patel,Employee Advances:Brijesh Patel,true,1,OtherCurrentAsset,1260.2,,0.0,0.0,Operating,"{'ListID': '160000-1020931376', 'FullName': 'Employee Advances'}",,
209,530001-1042652497,2003-01-15T23:11:37+05:30,2010-08-04T03:30:07+05:30,1224606348,Loans to Affiliates,Loans to Affiliates,true,0,OtherCurrentAsset,1280.0,Loans,0.0,227770.54,Operating,,,
210,1AA0000-1201305360,2008-01-26T05:26:00+05:30,2020-09-26T01:00:50+05:30,1204755590,Epic Technology Consulting LLC,Loans to Affiliates:Epic Technology Consulting LLC,true,1,OtherCurrentAsset,1280.01,,-702617.0,-702617.0,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
211,1830000-1175000696,2007-03-27T18:34:56+05:30,2020-12-11T02:10:07+05:30,1204755610,Topline Loans,Loans to Affiliates:Topline Loans,true,1,OtherCurrentAsset,1280.02,Topline Loans,930387.54,930387.54,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
212,80000242-1357579339,2013-01-07T22:52:19+05:30,2017-12-05T02:54:02+05:30,1357579339,Lynn Denning Loan,Loans to Affiliates:Lynn Denning Loan,true,1,OtherCurrentAsset,1280.13,Balance represents unreimbursed purchase of Denning Products LLC inventory upon liquidation of that entity. Lynn to repay loan as stock is sold by her new business venture,0.0,0.0,Operating,"{'ListID': '530001-1042652497', 'FullName': 'Loans to Affiliates'}",,
213,830000-1036341292,2002-11-03T22:04:52+05:30,2019-06-15T17:12:53+05:30,1204757445,Prepaid Expenses,Prepaid Expenses,true,0,OtherCurrentAsset,1300.0,Prepaid Expenses,0.0,43411.01,Operating,,,
214,5C0000-1032025244,2002-09-14T23:10:44+05:30,2019-11-08T10:25:58+05:30,1204757526,Prepaid Insurance,Prepaid Expenses:Prepaid Insurance,true,1,OtherCurrentAsset,1310.0,Prepaid Insurance,0.0,36947.04,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
215,F30000-1081619348,2004-04-10T23:19:08+05:30,2016-01-09T03:45:13+05:30,1360705580,Prepaid MED-AFLAC,Prepaid Expenses:Prepaid Insurance:Prepaid MED-AFLAC,true,2,OtherCurrentAsset,1310.03,Prepaid MED-AFLAC,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
216,D50000-1071766780,2003-12-18T22:29:40+05:30,2019-11-26T14:32:55+05:30,1204757649,Prepaid MED-Dental Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Dental Insurance,true,2,OtherCurrentAsset,1310.04,Prepaid Dental Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
217,D40000-1071766751,2003-12-18T22:29:11+05:30,2019-11-26T14:32:55+05:30,1204757730,Prepaid MED-Medical Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Medical Insurance,true,2,OtherCurrentAsset,1310.05,Prepaid Medical Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
218,D60000-1071766802,2003-12-18T22:30:02+05:30,2019-11-26T14:32:55+05:30,1204757748,Prepaid MED-Vision Insurance,Prepaid Expenses:Prepaid Insurance:Prepaid MED-Vision Insurance,true,2,OtherCurrentAsset,1310.06,Prepaid Vision Insurance,0.0,0.0,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
219,D70000-1071766839,2003-12-18T22:30:39+05:30,2020-12-17T00:30:37+05:30,1204757823,Prepaid Professional Liab Ins.,Prepaid Expenses:Prepaid Insurance:Prepaid Professional Liab Ins.,true,2,OtherCurrentAsset,1310.09,Prepaid Professional Liab Ins,37067.68,37067.68,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
220,D90000-1071766888,2003-12-18T22:31:28+05:30,2020-12-08T04:22:23+05:30,1204757547,Prepaid Workers Comp Ins.,Prepaid Expenses:Prepaid Insurance:Prepaid Workers Comp Ins.,true,2,OtherCurrentAsset,1310.11,Prepaid Workers Comp Ins.,-120.64,-120.64,Operating,"{'ListID': '5C0000-1032025244', 'FullName': 'Prepaid Expenses:Prepaid Insurance'}",,
221,8000025C-1391893511,2014-02-09T02:35:11+05:30,2020-12-08T04:22:23+05:30,1391893511,Prepaid CRM Fees,Prepaid Expenses:Prepaid CRM Fees,true,1,OtherCurrentAsset,1325.0,,-2697.0,-2697.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
222,80000238-1340288897,2012-06-21T19:58:17+05:30,2020-12-08T04:22:23+05:30,1340288897,Prepaid PSA Services,Prepaid Expenses:Prepaid PSA Services,true,1,OtherCurrentAsset,1330.0,,9160.97,9160.97,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
223,80000268-1418619049,2014-12-15T10:20:49+05:30,2018-01-14T00:52:16+05:30,1418619049,Prepaid Professional Services,Prepaid Expenses:Prepaid Professional Services,true,1,OtherCurrentAsset,1335.0,,0.0,0.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
224,80000247-1365951741,2013-04-14T20:32:21+05:30,2013-10-07T22:42:36+05:30,1365951741,Prepaid Recruiting Fees,Prepaid Expenses:Prepaid Recruiting Fees,true,1,OtherCurrentAsset,1340.0,,0.0,0.0,Operating,"{'ListID': '830000-1036341292', 'FullName': 'Prepaid Expenses'}",,
225,3C0001-1023090085,2002-06-03T13:11:25+05:30,2008-03-06T03:56:54+05:30,1204756014,Retentions,Retentions,true,0,OtherCurrentAsset,1350.0,Retentions,0.0,0.0,Operating,,,
226,470000-1024893389,2002-06-24T10:06:29+05:30,2020-12-18T02:55:37+05:30,1024893389,Undeposited Funds,Undeposited Funds,true,0,OtherCurrentAsset,1499.0,,600.0,600.0,NotApplicable,,UndepositedFunds,
227,1B20000-1204759870,2008-03-06T05:01:10+05:30,2015-12-29T02:00:28+05:30,1204759870,Fixed Assets,Fixed Assets,true,0,FixedAsset,1500.0,,0.0,52719.44,Investing,,,
228,550000-1029090285,2002-08-11T23:54:45+05:30,2016-01-26T06:14:17+05:30,1204759884,Computer Equipment,Fixed Assets:Computer Equipment,true,1,FixedAsset,1510.0,Computer Equipment,0.0,0.0,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
229,80000263-1396384927,2014-04-02T02:12:07+05:30,2017-06-10T20:49:34+05:30,1396384993,Aubin MacBook Pro,Fixed Assets:Computer Equipment:Aubin MacBook Pro,true,2,FixedAsset,54.0,Apple Mac Pro Book purchased 2/23/14,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
230,80000264-1396384959,2014-04-02T02:12:39+05:30,2017-06-10T20:49:34+05:30,1412015890,Aubin Mac Book Pro Depr,Fixed Assets:Computer Equipment:Aubin Mac Book Pro Depr,true,2,FixedAsset,54.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
231,80000265-1412015957,2014-09-30T00:09:17+05:30,2018-10-16T20:45:30+05:30,1412015957,Hoff - Apple Computer,Fixed Assets:Computer Equipment:Hoff - Apple Computer,true,2,FixedAsset,55.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
232,80000266-1412016022,2014-09-30T00:10:22+05:30,2018-10-16T20:45:30+05:30,1412016022,Hoff - Apple Computer Depr,Fixed Assets:Computer Equipment:Hoff - Apple Computer Depr,true,2,FixedAsset,55.1,Purchase 2014,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
233,80000278-1424107318,2015-02-16T22:51:58+05:30,2018-10-16T20:45:30+05:30,1424107318,Harper - Apple Computer,Fixed Assets:Computer Equipment:Harper - Apple Computer,true,2,FixedAsset,56.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
234,80000279-1424107348,2015-02-16T22:52:28+05:30,2018-10-16T20:45:30+05:30,1424107348,Harper Apple Computer - Depr,Fixed Assets:Computer Equipment:Harper Apple Computer - Depr,true,2,FixedAsset,56.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
235,8000027E-1427825778,2015-03-31T23:46:18+05:30,2018-10-16T20:45:30+05:30,1427825778,Zimmerman-Dell PC,Fixed Assets:Computer Equipment:Zimmerman-Dell PC,true,2,FixedAsset,57.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
236,8000027F-1427825804,2015-03-31T23:46:44+05:30,2018-10-16T20:45:30+05:30,1427825824,Zimmerman Dell PC - Depr,Fixed Assets:Computer Equipment:Zimmerman Dell PC - Depr,true,2,FixedAsset,57.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
237,80000281-1437683078,2015-07-24T01:54:38+05:30,2018-10-16T20:45:30+05:30,1440452830,CSharpshair_ThinkPad T450s,Fixed Assets:Computer Equipment:CSharpshair_ThinkPad T450s,true,2,FixedAsset,58.0,Levono ThinkPad T450s Ultrabook purchased 7/23/15,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
238,80000282-1437683124,2015-07-24T01:55:24+05:30,2018-10-16T20:45:30+05:30,1437683124,CSharpshair-ThinkPad Depr,Fixed Assets:Computer Equipment:CSharpshair-ThinkPad Depr,true,2,FixedAsset,58.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
239,8000028B-1451334478,2015-12-29T01:57:58+05:30,2019-04-07T02:20:21+05:30,1451334500,IJohal_Laptop Cost,Fixed Assets:Computer Equipment:IJohal_Laptop Cost,true,2,FixedAsset,61.0,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
240,8000028C-1451334539,2015-12-29T01:58:59+05:30,2019-04-07T02:20:21+05:30,1451334539,IJohal_Laptop Depr,Fixed Assets:Computer Equipment:IJohal_Laptop Depr,true,2,FixedAsset,61.1,,0.0,0.0,Investing,"{'ListID': '550000-1029090285', 'FullName': 'Fixed Assets:Computer Equipment'}",,
241,11C0000-1108109865,2005-02-11T13:47:45+05:30,2008-03-06T05:01:40+05:30,1204759900,Autos,Fixed Assets:Autos,true,1,FixedAsset,1520.0,Autos,0.0,52719.44,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
242,800001C7-1215131675,2008-07-04T06:04:35+05:30,2019-03-11T22:39:00+05:30,1215131675,Gora Auto Cost,Fixed Assets:Autos:Gora Auto Cost,true,2,FixedAsset,1021.0,,0.0,0.0,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
243,800001C8-1215131762,2008-07-04T06:06:02+05:30,2019-03-11T22:39:00+05:30,1316617490,Gora Auto Acc Dep,Fixed Assets:Autos:Gora Auto Acc Dep,true,2,FixedAsset,1021.1,,0.0,0.0,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
244,80000294-1473302102,2016-09-08T08:05:02+05:30,2016-09-08T08:07:28+05:30,1473302124,Enge Auto Cost - 2017 Hyundai,Fixed Assets:Autos:Enge Auto Cost - 2017 Hyundai,true,2,FixedAsset,1026.0,,56842.95,56842.95,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
245,80000295-1473302186,2016-09-08T08:06:26+05:30,2020-12-08T04:22:23+05:30,1473302211,Enge Auto Acc Depr - 2017 Hy,Fixed Assets:Autos:Enge Auto Acc Depr - 2017 Hy,true,2,FixedAsset,1026.1,,-50130.6,-50130.6,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
246,800002E0-1510681470,2017-11-14T23:14:30+05:30,2017-11-14T23:39:09+05:30,1510681532,Aubin Auto Cost 2018 Subaru,Fixed Assets:Autos:Aubin Auto Cost 2018 Subaru,true,2,FixedAsset,1027.0,4S4BSETC5J3254269,40281.76,40281.76,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
247,800002E1-1510681608,2017-11-14T23:16:48+05:30,2020-12-08T04:22:23+05:30,1510681608,Aubin Accum Depr 2018 Subaru,Fixed Assets:Autos:Aubin Accum Depr 2018 Subaru,true,2,FixedAsset,1027.1,,-25511.68,-25511.68,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
248,800002E2-1512342266,2017-12-04T04:34:26+05:30,2017-12-04T05:25:48+05:30,1512342357,Hoff 2017 Range Rover,Fixed Assets:Autos:Hoff 2017 Range Rover,true,2,FixedAsset,1028.0,,85192.07,85192.07,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
249,800002E3-1512342304,2017-12-04T04:35:04+05:30,2020-12-08T04:22:23+05:30,1512342389,Hoff 2017 Range Rover Accum Dep,Fixed Assets:Autos:Hoff 2017 Range Rover Accum Dep,true,2,FixedAsset,1028.1,,-53955.06,-53955.06,Investing,"{'ListID': '11C0000-1108109865', 'FullName': 'Fixed Assets:Autos'}",,
250,1420000-1131550897,2005-11-09T21:11:37+05:30,2011-01-21T05:40:16+05:30,1204820329,Furniture & Fixtures,Fixed Assets:Furniture & Fixtures,true,1,FixedAsset,1550.0,Other Fixed Assets,0.0,0.0,Investing,"{'ListID': '1B20000-1204759870', 'FullName': 'Fixed Assets'}",,
251,60001-1045540597,2003-02-18T09:26:37+05:30,2016-12-29T21:51:43+05:30,1483028503,Cost of Sales,Cost of Sales,true,0,CostOfGoodsSold,5000.0,Cost of Sales,-71666.71,72748375.9,None,,,
252,8000029B-1483028604,2016-12-29T21:53:24+05:30,2019-07-20T00:30:54+05:30,1483028604,Consulting Compensation,Cost of Sales:Consulting Compensation,true,1,CostOfGoodsSold,5001.0,Consulting Compensation,0.0,45693864.6,None,"{'ListID': '60001-1045540597', 'FullName': 'Cost of Sales'}",,
253,800002FF-1584336833,2020-03-16T11:03:53+05:30,2020-12-16T13:11:23+05:30,1584336845,Accrued Consulting Compensation,Cost of Sales:Consulting Compensation:Accrued Consulting Compensation,true,2,CostOfGoodsSold,5009.0,Accrued Consultant Salary for Salary Accrual,-26974.44,-26974.44,None,"{'ListID': '8000029B-1483028604', 'FullName': 'Cost of Sales:Consulting Compensation'}",,
254,6F0001-1045541480,2003-02-18T09:41:20+05:30,2016-12-29T22:09:19+05:30,1483029559,Salaries,Cost of Sales:Consulting Compensation:Salaries,true,2,CostOfGoodsSold,5010.0,Salaries,0.0,28977126.29,None,"{'ListID': '8000029B-1483028604', 'FullName': 'Cost of Sales:Consulting Compensation'}",,
255,630000-1033393798,2002-09-30T19:19:58+05:30,2020-12-11T14:03:28+05:30,1483029663,Employee,Cost of Sales:Consulting Compensation:Salaries:Employee,true,3,CostOfGoodsSold,5011.0,Employee,19380910.97,19380910.97,None,"{'ListID': '6F0001-1045541480', 'FullName': 'Cost of Sales:Consulting Compensation:Salaries'}",,
256,8000029C-1483029819,2016-12-29T22:13:39+05:30,2016-12-29T22:13:39+05:30,1483029819,Employer,Cost of Sales:Consulting Compensation:Salaries:Employer,true,3,CostOfGoodsSold,5012.0,Employer,0.0,9593055.25,None,"{'ListID': '6F0001-1045541480', 'FullName': 'Cost of Sales:Consulting Compensation:Salaries'}",,
257,9D0000-1043405281,2003-01-24T16:18:01+05:30,2019-11-09T23:52:59+05:30,1483029950,GP Salary - Hoff,Cost of Sales:Consulting Compensation:Salaries:Employer:GP Salary - Hoff,true,4,CostOfGoodsSold,5012.01,GP Salary - Hoff,1506666.37,1506666.37,None,"{'ListID': '8000029C-1483029819', 'FullName': 'Cost of Sales:Consulting Compensation:Salaries:Employer'}",,GP Salary - Hoff
258,9C0000-1043405258,2003-01-24T16:17:38+05:30,2020-12-11T14:03:28+05:30,1483029982,GP Salary - Enge,Cost of Sales:Consulting Compensation:Salaries:Employer:GP Salary - Enge,true,4,CostOfGoodsSold,5012.02,GP Salary - Enge,2818552.54,2818552.54,None,"{'ListID': '8000029C-1483029819', 'FullName': 'Cost of Sales:Consulting Compensation:Salaries:Employer'}",,GP Salary - Enge
259,15C0002-1138818033,2006-02-01T23:50:33+05:30,2019-10-13T01:16:38+05:30,1483030007,GP Salary - Amlen,Cost of Sales:Consulting Compensation:Salaries:Employer:GP Salary - Amlen,true,4,CostOfGoodsSold,5012.03,,1592499.91,1592499.91,None,"{'ListID': '8000029C-1483029819', 'FullName': 'Cost of Sales:Consulting Compensation:Salaries:Employer'}",,
